amie,nombre_institucion
17H00943,Efrata
17H01089,Joseph Jhon Thomson
17H01178,Johann Strauss
17H01234,Luis Enrique Raza Bolaños
17H01291,Nueva Aurora
17H01320,Ecuatoriano Suizo
17H01332,Santa Paula
17H01368,Charles Sanders Pierce
17H01440,Jacques Philippe Binet
17H01456,Unidad Educativa Ángel Polibio Chaves
17H01558,Luz y Vida
17H01620,Miguel de Cervantes Saavedra
17H01628,Mi Pequeño Jesús
17H01644,Carlos Álvarez Mino Suizo
17H01713,Ives Jacques Cousteau
17H01731,Aliñambi
17H01769,Iberoamericano
17H01777,Pio Jaramillo Alvarado
17H01812,Homero Viteri Lafronte
17H01848,Teniente Hugo Ortiz
17H01862,Once de Febrero
17H01914,Peniel
17H01957,Glend Side
17H01987,El Colegio de Liga
17H02014,Israel Numero Dos
17H02016,Harriet Beecher Stowe
17H02040,Dos Hemisferios
17H02103,despertar
17H02112,Colegio Particular Federico Engels
17H02189,Centro de Educación Básica Remigio Crespo Toral
17H02191,Escuela de Educación Básica Gatsu
17H02209,Cesar Augusto Tamayo Medina
17H02225,José Joaquin Olmedo
17H02231,César Arroyo
17H02286,Nasa
17H02419,Inés Gangotena Jijón
17H02435,Santa Ana
17H02447,Gutenberg Schule
17H02506,Unidad Educativa San Bernabe
17H02718,Andrew
17H02761,Moisés Albany
17H02788,Alexander Hamilton
17H02801,Emile Jaques Dalcroze
17H02912,Esdras
17H03007,Darío Figueroa Larco
17H03233,Academia Militar Comandante Lizardo Alfonso Villamarin
17H03373,Emerson Ralph Waldo
17H03558,Tecno-Industrial Norte
18H00129,Luis A. Martínez
18H00163,Reinaldo Espinoza
18H00179,Augusto Nicolás Martínez
18H00194,Andino Centro Escolar
18H00207,Nuevo Mundo
18H00292,Nicolás Vásconez
18H00472,Fe y Alegría
18H00987,"Unidad Educativa PCEI ""Euclides Barrera"""
19H00153,Unidad Educativa Luis Tufiño
19H00262,Primero de Mayo
21H00105,República de Canadá
21H00135,Segundo Orellana
21H00488,26 de Octubre
21H00574,7 de Agosto
21H00594,Juan Montalvo
21H00759,Klever Franco Cruz
22H00007,29 de Noviembre
22H00038,Narcisa de Jesús
22H00054,David Clark
22H00064,Presidente Tamayo
22H00175,Río Mataje
22H00227,Doctor Benjamín Carrión
22H00392,Mons. Antonio Cabri
23H00014,El Cóndor
23H00083,Eloy Alfaro
23H00095,Francisco José de Caldas
23H00234,Luis Rivadeneira Echeverría
23H00256,Prof. Ermel Velasco Mogollón
23H00281,Carlos Becdach
23H00582,Abdón Calderón
24H00153,Alfredo Sanz Rivera
24H00154,Valdivia
24H00219,José Antonio Garcia Cando
24H00220,Unidad Educativa Juan Dagoberto Montenegro Rodríguez
24H00341,Unidad Educativa John F. Kennedy
24H00355,Arbol de Vida
24H00383,U.E. Walt Whitman
01H00043,Escuela de Educación Básica Federico Proaño
01H00076,César Dávila Andrade
01H00119,Sagrado Corazón
01H00155,Unidad Educativa Juan Montalvo
01H00253,Catalina Guerrero
01H00312,Unidad Educativa Particular Liceo Cristiano de Cuenca
01H00322,Escuela Básica Ángela Rodríguez
01H00335,Unidad Educativa República de Ecuador
01H00381,Antonio Ávila Maldonado
01H00605,Miguel Díaz Cueva
01H00644,Escuela de Educación Básica 15 de Agosto
01H00694,Unidad Educativa Verbo
01H00790,General Antonio Farfán
01H00873,Francisco Moscoso
01H00905,La Consolación
01H00994,Escuela de Educación Básica Ciudad de Gualaceo
01H01049,Florentino León
01H01144,Escuela de Educación Básica San José
01H01237,Unidad Educativa Sarayunga
01H01419,Escuela de Educación Básica Juan Bautista Vázquez
02H00063,Unidad Educativa Dr. Facundo Vela
02H00093,Unidad Educativa FAE
02H00207,Unidad Educativa Simón Rodríguez
02H00582,Unidad Educativa Regulo de Mora
02H00615,Unidad Educativa Juan León Mera
02H00619,Escuela de Educación Básica Huayna Cápac
02H00691,Unidad Educativa La Angélica
03H00026,Unidad Educativa Particular San Diego de Alcalá
03H00281,Andrés F. Córdova
03H00344,Unidad Educativa Chontamarca
03H00505,Dr. Enrique Noboa Arizaga
04H00004,Mundo Feliz
04H00131,Unidad Educativa Ecuador
05H00038,Gabriela Mistral
05H00090,Isidro Ayora
05H00109,San José La Salle
05H00143,Riobamba
05H00222,Enrique Izurieta
05H00383,Unidad Educativa Caranquis
05H00503,Unidad Educativa Delia Ibarra de Velasco - CCF
05H00575,Pio Jaramillo Alvarado
05H00640,General Alberto Enríquez Gallo
05H00843,General Carlomagno Andrade
06H00170,Pensionado Americano International School
06H00497,Nuevo Mundo
06H01088,Unidad Educativa San Andrés
07H00021,Unidad Educativa Tía Blanquita
07H00368,Isabel La Católica
07H01070,Col. de Bachillerato Jorge Enrique Chávez Celi
07H01158,Rosa Arcaya German
07H01195,Unidad Educativa San Juan Bosco
08H00168,Unidad Educativa Particular Luz y Libertad
08H00258,Escuela EGB Fiscal Ángel Bonilla
08H00485,Unidad Educativa la Tola
08H00723,Esc. EGB 24 de Octubre
08H00799,EGB Particular Juan Bautista González
08H00835,EGB Fiscal Cristóbal Colon
08H00921,Unidad Educativa Batalla de Pichincha
08H00926,Escuela Fiscomisional Luz Apostólica Adonay
08H01151,Escuela Jaime Roldós Aguilera
08H01176,Sagrados Corazones
08H01271,Unidad Educativa Fiscomisional Pierre Teilhard de Chardin
08H02403,U.E. Rosa Cevallos
09H00025,Unidad Educativa Juan León Mera
09H00087,Cantón Chilla
09H00209,Stanford School
09H00265,Escuela Particular Semillita
09H00282,Unidad Educativa Fiscal Dr. Alfredo Baquerizo Moreno
09H00424,Escuela Particular José Joaquín de Olmedo No. 317
09H00795,Unidad Educativa Fiscomisional San Ignacio de Loyola
09H00829,Colegio Particular Liceo Libanes
09H00929,Escuela de Educación Básica Fiscal Cacique Tomalá
09H01044,Unidad Educativa Particular Liceo Del Norte
09H01130,Unidad Educativa Fiscal Ficoa de Montalvo
09H01538,Unidad Educativa Particular Teresa Azucena Carrera Loor
09H01553,Colina de la Florida
09H01563,Escuela Bartolomé Garelli
09H01583,Unidad Educativa Fiscal Manuel Córdova Galarza
09H01669,Colegio Particular Republica de Francia
09H01688,Escuela de Educación Básica Fiscal María Eugenia Puig Lince
09H01733,Unidad Educativa Matilde Amador Santistevan
09H01752,Colegio Fiscal Provincia de Tungurahua
09H01798,Unidad Educativa Fiscal Fermín Vera Rojas
09H01864,Unidad Educativa Particular Ecomundo
09H02074,Nuestra Señora de la Salud 197
09H02375,Colegio Fiscal José Vicente Trujillo
09H02451,Ciudad de Riobamba
09H02566,Unidad Educativa Fiscal Camilo Gallegos Domínguez
09H02651,Unidad Educativa Particular Bilingüe Santiago Mayor
09H02655,Unidad Educativa Fiscal Anne Sullivan
09H02799,Escuela de Educación Básica Particular Virgen de Nazareth
09H02816,Escuela Fiscal Mixta #10 Campo Alegre
09H02896,Escuela de Educación Básica Democracia
09H03079,Agropecuario de Balzar
09H03196,Unidad Educativa Jacaranda
09H03200,Fundación Pro Hoy
09H03362,Escuela Don Bosco
09H03495,Unidad Educativa Gral. Eloy Alfaro delgado
09H03498,Escuela de Educación Básica Neira Santos Intriago
09H03502,Pablo Palacio
09H03671,Diez de Enero
09H03909,Escuela de Educación Básica Murucumba
09H03912,Escuela de Educación Básica Gustavo Pico Pincay
09H04116,E.E.B. Paulino Milán Herrera
09H04140,U.E. José María Velasco Ibarra
09H04194,E.E.B. Liceo Cristiano de Milagro
09H04466,Modesto Alvarado Castro
09H04693,Escuela de Educación Básica Fiscal Federico González Suarez
09H04907,Juan Montalvo No. 11
09H05344,Colegio Particular Integración Técnica Educativa
09H05610,Pequeños Adoradores de Jesús
09H05983,Escuela de Educación Básica Fiscal Bernardita Correa delgado
09H06178,Escuela Educación Básica Tejar
09H06210,Escuela Particular Dr. Luis Arzube Arzube
10H00139,Luis Leoro Franco
10H00186,San Daniel Comboni
10H00290,Santísimo Sacramento
10H00435,Unidad Educativa Fiscomisional La Inmaculada
10H00527,Provincia de Los Lagos
10H00539,Jacinto Jijón Caamaño y Flores
11H00092,Colegio de Bachillerato Pio Jaramillo Alvarado
11H00105,Unidad Educativa Bernardo Valdivieso
11H00257,Dr. Luis Felipe Zapater Álvarez Blanco
11H00639,Escuela de Educación Básica Particular Padre Julio María Matovelle
11H00754,Colegio de Bachillerato Prócer José Picoita
11H00800,Escuela de Educación Básica Alfredo Robers
11H00917,Colegio de Bachillerato Gabriel García Moreno
11H01200,Colegio de Bachillerato Tcnel. Lauro Guerrero
11H01292,Colegio de Bachillerato Julio Isaac Espinosa Ochoa
11H01353,Colegio de Bachillerato Carlos Garbay Montesdeoca
11H01477,Escuela de Educación Básica Orillas del Jubones
11H01533,Colegio de Bachillerato Dr. Zoilo Rodríguez
11H01555,Reina Maternal de La Frontera
12H00120,Unidad Educativa Babahuyus
12H00473,Escuela de Educación Básica Cuba
12H00514,Unidad Educativa Montalvo
12H00816,Unidad Educativa Bolivariano
12H00877,Jaime Roldós Aguilera
12H00912,Unidad Educativa Dr. Manuel Quintana Miranda
12H01377,Best
12H01782,Escuela de Educación Básica Federico Intriago
13H00140,Unidad Educativa Particular Nuevos Amigos
13H00141,Unidad Educativa República de México
13H00200,Centro de Educación Básica Machala Nro. 30
13H00207,Babahoyo
13H00529,Escuela Jorge Icaza
13H00768,Dr. Leonidas García
13H00889,Dr. Wilfrido Loor Moreira
13H00956,El Oasis
13H01277,Escuela de Educación Básica Cayambe
13H01431,Daniel Comboni
13H02157,Eloy Velásquez Cevallos
13H02211,Ramón María Álvarez Cedeño
13H02333,Unidad Educativa Isaac Newton
13H02673,Rocke Cantos Barberan
13H02803,Escuela Particular Básica Nueva Esperanza
13H02947,Escuela de Educación Básica Pichincha
13H02993,Juan Montalvo Fiallo
13H03323,Centro de Educación Básica Honorato Vásquez
13H03453,Escuela Antonio Uscocovich
13H03511,Gonzalo S Córdova
13H03531,Unidad Educativa 6 de Diciembre
13H03591,Dr. Arnaldo Calderón Coello
13H04043,María de la O Intriago
13H04161,Alfredo Villarreal
13H05377,Naidelyn Naomi Mero Arcentales
13H05383,Gabriela Mero Quijije
13H05399,Unidad Educativa Dr. Luis Aveiga Barberan
14H00081,Unidad Educativa Sinaí
14H00183,Escuela de Educación Básica Fiscomisional Albino del Curto
14H00280,Gil Ramírez Dávalos
14H00331,Arcesio González Vélez
14H00394,Unidad Educativa Amazonas
15H00022,San Pedro de Tena
15H00048,Unidad Educativa Fiscomisional Monseñor Maximiliano Spiller
15H00085,Padre Hugo Mena
15H00105,Padre Renato Selva
15H00175,Juan XXIII
15H00235,Guillermo Vinueza
15H00299,Los Andes
17H00017,Numa Pompilio Llona
17H00088,Los Shyris
17H00153,William Tell
17H00196,Nueve de Agosto
17H00200,San Patricio de La Providencia
17H00202,Paula Montal
17H00272,Rudolf Steiner
17H00384,Luis Felipe Borja del Alcázar
17H00413,Galo Vela Álvarez
17H00435,Eduardo Carrión Eguiguren
17H00445,Julio Tobar Donoso
17H00554,Gonzalo Cordero Crespo
17H00555,Santa Dorotea
17H00573,Pio Jaramillo Alvarado
17H00652,John Dewey
17H00690,San José de La Comuna
17H00851,Seis de Diciembre
17H00883,Gran Bretaña
17H00890,Eugenio Espejo
17H00939,Quito Luz de América Blantach
17H00952,Unidad Educativa Liceo La Alborada
17H00987,Domingo Savio
17H01036,Colegio Particular Pedro Vicente Maldonado
17H01053,Celiano Monge
17H01082,Rockefeller
17H01102,Pedro Luis Calero
17H01191,Alfredo Pérez Guerrero
17H01246,Louis Víctor de Broglie
17H01405,Adventista Ciudad de Quito
17H01411,Colegio Particular Amor y Esperanza Carmen Bajo
17H01421,Marcelino Champagnat
17H01427,Letort
17H01451,Crecer Alangasí
17H01481,Dr. Luis Eguiguren
17H01548,Filadelfia
17H01607,Miguel Ángel Asturias
17H01622,Hammurabi
17H01698,Lucila Santos de Arosemena
17H01707,Giordano Bruno II
17H01719,Unidad Educativa Las Américas del Valle
17H01725,Padre José León Torres
17H01734,Leónidas Proaño
17H01735,Academia Militar del Valle
17H01761,San Ignacio de Loyola
17H01764,Rosa María López Baca
17H01823,Jess
17H01830,Jacinto Collahuazo
17H01926,Fraternidad y Servicio
17H01990,Francés de Quito
17H02068,Colegio Técnico Popular Particular Mixto Cristo Salvador
17H02093,Computer World
17H02100,Cabo Minacho
17H02134,Víctor Emilio Estrada
17H02207,Ecuador Soberano
17H02326,Los Cardenales
17H02358,Unidad Educativa Fiscomisional Mercedes Castro
17H02423,Mahanaym
17H02466,Henry Dunant
17H02795,Samuel Beckett
17H02853,Juan Montalvo
17H02940,Maurice Ravel
17H02943,Jhon Osteen
17H03005,Siglo XXI El Quinche
17H03047,Johann Amos Comenios
17H03202,Juan Amado de Cristo
17H03232,Charles Babbage
17H03592,Academia Militar Borja 3 Cavanis
17H03604,Academia Aeronáutica Mayor Pedro Traversari Nro. 2
17H04110,Karl Popper
17H04317,Unidad Educativa Particular Capitán Giovanni Calles
18H00016,San Alfonso
18H00057,Josué
18H00089,Manuela Espejo
18H00108,Ambato
18H00192,Nueve de Octubre
18H00193,Alonso Castillo
18H00452,Julio C. Larrea
19H00016,Unidad Educativa 12 de febrero
19H00019,Escuela de Educación Básica La Inmaculada
19H00137,Ciudad de Vilcabamba
19H00410,Alberto Saetama Masache
19H00461,Luis Rivadeneira Escobar
21H00024,26 de Septiembre
21H00184,Provincia de Sucumbíos
21H00362,El Reventador
21H00503,Vilcabamba
21H00604,José Joaquín de Olmedo
21H00623,Tahuantinsuyo
21H00713,Saraguro
21H00766,Dr. César Borja Lavayen
22H00192,Huancavilca
22H00403,Padre Víctor Carbone
22H00442,Juan José Flores
23H00220,Unidad Educativa Víctor Emilio Estrada
23H00317,Eduardo Lugo
23H00701,Unidad Educativa Particular Jacques Cousteau
23H00755,Japón
24H00064,Eugenio Espejo
24H00139,Hacia Nuevos Horizontes
01H00049,ESCUELA DE EDUCACION BASICA ALBERTO ANDRADE ARIZAGA
01H00074,ESCUELA DE EDUCACION BASICA ZOILA AURORA PALACIOS
01H00140,UNIDAD EDUCATIVA TEMPORAL LUIS MONSALVE POZO
01H00238,UNIDAD EDUCATIVA FISCOMISIONAL JUAN BAUTISTA STIEHLE
01H00258,UNIDAD EDUCATIVA PARTICULAR COREL
01H00326,REINALDO CHICO GARCIA
01H00385,ANGEL POLIVIO CHAVEZ
01H00402,CENTRO DE DESARROLLO INFANTIL CDI
01H00456,UNIDAD EDUCATIVA PARTICULAR PORVENIR
01H00478,ESCUELA DE EDUCACION BASICA IGNACIO ESCANDON
01H00508,MEDARDO NEIRA GARZON
01H00884,ESCUELA DE EDUCACION BASICA AURELIO OCHOA ALVEAR
01H00942,"UNIDAD EDUCATIVA TEMPORAL ""CIUDAD DE GIRON"""
01H00948,ANTONIO FLOR
01H00960,ESCUELA DE EDUCACION BASICA AGUSTIN CRESPO HEREDIA
01H01159,UNIDAD EDUCATIVA FISCOMISIONAL JULIO MARIA MATOVELLE
01H01205,ESCUELA DE EDUCACION GENERAL BASICA JOSE DE LA VEGA
01H01417,UNIDAD EDUCATIVA TEMPORAL SAN BARTOLOME
01H01462,CHORDELEG
01H01472,JOAQUIN MARTINEZ
01H01498,ALFONSO MORENO MORA
01H01619,ESCUELA FRANCESA DE CUENCA JOSEPH DE JUSSIEU
01H02003,UNIDAD EDUCATIVA DEL MILENIO MANUELA GARAICOA DE CALDERON
01H02017,UNIDAD EDUCATIVA PARTICULAR NOVUS HIGH SCHOOL PCEI
02H00036,UNIDAD EDUCATIVA ROBERTO ALFREDO ARREGUI CHAUVIN
02H00046,UNIDAD EDUCATIVA GARCIA
02H00346,UNIDAD EDUCATIVA TRES DE MARZO
02H00363,UNIDAD EDUCATIVA LA ASUNCION
02H00507,UNIDAD EDUCACTIVA SAN MIGUEL
02H00591,EEB ELOY ALFARO
03H00310,ESCUELA DE EDUCACION BASICA PARTICULAR SANTA ROSA DE LIMA
03H00337,LA CONDAMINE
03H00512,ESCDE EDUC BASICA MYR ALFONSO ANDRADE OCHOA
03H00576,ALFONSO MARIA ORTIZ
03H00641,CESAR CORDERO MOSCOSO
04H00013,SESAN ANTONIO DE PADUA
04H00014,FE Y ALEGRIA
04H00023,SAGRADO CORAZON DE JESUS
04H00027,CRISTO REY
04H00143,MEDALLA MILAGROSA
04H00185,PUSIR GRANDE
04H00313,JUAN MONTALVO
04H00416,HUACA
05H00045,CERIT
05H00098,GENERAL MIGUEL ITURRALDE
05H00114,CATORCE DE JULIO
05H00173,JOSE VASCONCELOS
05H00174,UNIDAD EDUCATIVA POALO - GARCIA MORENO
05H00185,ATANASIO VITERI KAROLYS
05H00201,UNIDAD EDUCATIVA MARCO AURELIO SUBIA MARTINEZ-BATALLA DE PANUPALI
05H00224,PATRONATO MUNICIPAL DE AMPARO SOCIAL DE LATACUNGA
05H00283,ALFONSO RUMAZO GONZALEZ
05H00616,ALEJANDRO DAVALOS CALLE
05H00900,UNIDAD EDUCATIVA BELISARIO QUEVEDO
06H00017,NUESTRA SEÑORA DE FATIMA
06H00088,SAN MATEO
06H00110,UNIDAD EDUCATIVA LICEO POLICIAL CHIMBORAZO
06H00143,SEMILLITAS
06H00164,CENTRO EDUCATIVO DE LAS AMERICAS
06H00253,ESCUELA DE EDUCACION BASICA YARUQUIES
06H00256,GARCIA MORENO
06H00419,UNIDAD EDUCATIVA DR. RICARDO DESCALZI
06H00493,SAN JUAN
06H00536,UNIDAD EDUCATIVA FEDERICO GONZALEZ SUAREZ
06H00741,UNIDAD EDUCATIVA 28 DE AGOSTO
06H00820,ESCUELA LEOPOLDO FREIRE
06H01906,COLEGIO DE BACHILLERATO MARIA MAZZARELLO
07H00129,LICEO NAVAL JAMBELI
07H00571,UNIDAD EDUCATIVA PARTICULAR JOSE MORA QUIÑONEZ
07H00574,UNIDAD EDUCATIVA DR JOSE MARIA VELASCO IBARRA
07H00610,ESCUELA DARWIN SERRANO CORREA
07H00657,ESCUELA DE EDUCACION BASICA DR. CARLOS CORNEJO ORBE
07H00666,COLEGIO DE BACHILLERATO MANUEL ISAAC ENCALADA ZUÑIGA
07H00683,COLEGIO DE BACHILLERATO HUAQUILLAS
07H00738,PRINCIPE DE PAZ
07H00791,CHIQUILLADAS
07H00815,ROGERIO ZAMORA PALACIOS
07H00824,ABDON CALDERON GARAICOA
07H00830,UNIDAD EDUCATIVA PARTICULAR JUAN XXIII
07H00932,ESCUELA DE EDUCACION BASICA SAN JOSE
07H00935,ESCUELA DE EDUCACION BASICA SAGRADO CORAZON (FISCOMISIONAL)
07H00971,ESCUELA DE EDUCACION BASICA DR.MIGUEL MORENO ORDOÑEZ
07H01144,RIO CENEPA
07H01173,COL. DE BACH. PROF. NELLY AGUIRRE CARDENAS
07H01188,ESCUELA DE EDUCACION BASICA LA INMACULADA
08H00045,ESCUELA EGB PARTICULAR DEL SALVADOR
08H00130,UNIDADA EDUCATIVA FISCAL LICEO NAVAL CALM MANUEL NIETO CADENA
08H00324,ESCUELA EGB FISCAL BARTOLOME RUIZ
08H00341,ESCUELA EGB FISCAL VIDAL VIVERO VALENCIA
08H00372,UNIDAD EDUCATIVA LEON DE FEBRES CORDERO
08H00641,ESC.CORDILLERA DEL CONDOR
08H00665,ESC.EGB.LUZ Y LIBERTAD
08H00804,COLEGIO DE BACHILELRATO RICHARD VERA ESTACIO
08H00979,EGB GABRIELA MISTRAL
08H00995,UEM SERAFINA QUINTERO (ESCUELA SERAFINA QUINTERO)
08H01086,ESCUELA  EGB JOSE MARIA VELAZCO IBARRA
08H01168,DE LAS AMERICAS
08H01354,ESCUELA EGB FISCOMISIONAL MONSEÑOR ENRIQUE BARTOLUCCI
08H02260,CENTRO DE EDUCACION INICIAL MI DULCE MARIA
09H00006,INSTITUTO BRITANICO
09H00060,CENTRO DE EDUCACION BASICA 33 AMAZONAS
09H00163,RETOÑITOS DE AMOR
09H00169,NUMA POMPILIO LLONA
09H00219,25 DE MAYO NO 402
09H00238,BETEL
09H00287,ANNA ELEANOR ROOSEVELT
09H00328,GRAN BRETAÑA
09H00341,ALBERT EINSTEN
09H00562,UNIDAD EDUCATIVA O`NEIL
09H00581,ESCUELA PARTICULAR PROVINCIA DEL GUAYAS 623
09H00625,UNIDAD EDUCATIVA FISCOMISIONAL SAN JUAN BOSCOS
09H00671,ESC MIXTA PART NO. 212 LA MEDALLA MILAGROSA
09H00747,UNIDAD EDUCATIVA EL LIBERTADOR
09H00750,LATINOAMERICANA  273
09H00758,ESCUELA DE EDUCACION BASICA GUSTAVO LEMOS RAMIREZ
09H00765,COLEGIO FISCAL PROVINCIA DEL CARCHI
09H00844,UNIDAD EDUCATIVA FISCOMISIONAL ESTEBAN CORDERO BORRERO
09H00903,NOBEL
09H00936,UNIDAD EDUCATIVA FISCAL VICTOR HUGO MORA BARREZUETA
09H00961,TENIENTE CORONEL COSME RENELLA BARBATO 582
09H01006,LATINO AMERICANO SCHOOL
09H01057,UNIDAD EDUCATIVA FISCAL CAMILO PONCE ENRIQUEZ
09H01084,COLEGIO PARTICULAR MIXTO JOSE ANTONIO CAMPOS
09H01167,ESCUELA REPUBLICA DE BELGICA
09H01196,DESPERTAR ECUATORINO
09H01244,BALMARA UNIDAD EDUCATIVA
09H01245,ESCUELA DE EDUCACION BASICA LAS AMERICAS
09H01279,UNIDAD EDUCATIVA VERSALLES
09H01288,ESCUELA PARTICULAR SHIERLEY SCHOOL
09H01336,UNIDAD EDUCATIVA ALMIRANTE NELSON
09H01344,ESCUELA FISCAL DON RUPERTO ARTETA MONTES
09H01360,DUPLOS
09H01367,ESCUELA DE EDUCACION BASICA PARTICULAR CIUDAD ALFARO
09H01398,SAN NICOLAS
09H01473,ESCUELA DE EDUCACION B. PARTICULAR 29 DE OCTUBRE DE 1956
09H01491,UNIDAD EDUCATIVA BASICA SADOWINSKI SCHOOL
09H01510,ESCUELA DISEÑOS
09H01658,EDUCACION BASICA MIS CONOCIMIENTOS
09H01660,EUCLIDES CASCANTE ABDON CALDERON
09H01666,UNIDAD EDUCATIVA PARTICULAR LA DOLOROSA
09H01706,CENTRO DE FORMACION ARTESANAL MONSENOR LEONIDAS PROANO
09H01716,CENTRO EDUCATIVO BILINGÜE DE LAS AMERICAS
09H01728,ESCUELA PARTICULAR MARIA MONTESSORI
09H01795,ESCUELA DE EDUCACION BASICA FISCAL GRAL. LUIS ALFREDO MOLINA ARROYO
09H02011,ATENAS INTERNATIONAL SCHOOL
09H02039,ESCUELA DE EDUCACION BASICA PARTICULAR  YASUNI
09H02105,ESCUELA DE EDUCACION BASICA FISCAL PROFESOR SEGUNDO JIMENEZ RIERA
09H02171,SAN ESTEBAN DIACONO
09H02234,ESCUELA PARTICULAR 244 PEDRO LUIS CARLETTI
09H02236,ESCUELA SANTA MARIA EUFRASIA
09H02239,ESCUELA DE EDUCACION BASICA FISCAL CARLOS CALDERON CHICO
09H02282,ESCUELA FISCOMISIONAL N°17 SAN CARLOS LWANGA
09H02348,COLEGIO TECNICO FISCAL JOSE PERALTA
09H02384,DANIEL COMBONI
09H02386,ESCUELA DE EDUCACION BASICA PARTICULAR JESUS DEL GRAN PODER
09H02402,ESCUELA DE EDUCACION BASICA LOS ALMENDROS
09H02463,UNIDAD EDUCATIVA FISCAL MIGUEL DONOSO PAREJA
09H02540,ESCUELA DE EDUCACION BASICA JUAN MONTALVO
09H02557,LEO FERNANDO
09H02598,BELLA PRIMAVERA
09H02647,ESCUELA DE EDUCACION BASICA FISCAL ANTONIO NEUMANE
09H02688,UNIDAD EDUCATIVA FISCAL PABLO WEBER CUBILLO
09H02789,ESCUELA DE EDUCACION BASICA PARTICULAR SERGIO NUÑEZ SANTA MARIA
09H02930,JACINTO CORREA CARRANZA
09H03030,SINALOA
09H03098,RUMIÑAHUI
09H03220,SANTA INES  21
09H03247,ELOY ALFARO
09H03329,VICENTE PIEDRAHITA 2
09H03397,ROSA OLGA VILLACRES LOZANO
09H03464,CARLOS VARGAS YANEZ
09H03467,ESCUELA DE EDUCACION BASICA DANIEL TORRES PONCE
09H03506,ISLA SANTAY
09H03528,UE. DR. MIGUEL ANGEL ZAMBRANO
09H03582,EDUARDO KINGMAN
09H03707,EEB. JERUSALEN GISELL
09H03723,UE. AMERICA DEL SUR
09H03776,ESCUELA DE EDUCACION BASICA CRISTOBAL COLON
09H03783,UNIDAD EDUCATIVA SOLDADO MONGE
09H03852,ESCUELA DE EDUCACION BASICA CESAR BORJA LAVAYEN
09H03871,ESCUELA DE EDUCACION BASICA CIUDAD DE GUAYAQUIL
09H03949,ESCUELA DE EDUCACION BASICA QUINCE DE NOVIEMBRE
09H03969,ESCUELA DE EDUCACION BASICA PROVINCIAS UNIDAS
09H04094,U.E. ARQUEOLOGO JULIO VITERI GAMBOA
09H04123,E.E.B. ROTARIO ANTONIO VITERI GAMBOA
09H04126,U.E SAN FRANCISCO DE MILAGRO
09H04190,U.E. ALBERT EINSTEIN
09H04394,CINCO DE OCTUBRE
09H04399,UNIDAD EDUCATIVA NARANJITO
09H04548,ESC. NUEVO HORIZONTE NO. 20
09H04571,UE MAYOR ELENA RODRIGUEZ SOTOMAYOR 23
09H04577,VIRGEN DE LAS MERCEDES NRO.6
09H04582,UNIDAD EDUCATIVA DR. CARLOS MONTEVERDE ROMERO
09H04649,ESCUELA DE EDUCACION BASICA FISCAL ELIAS YUNEZ SIMON
09H04666,ESCUELA DE EDUCACION BASICA FISCAL ANA GUZMAN GOROTIZA
09H04683,ESCUELA DE EDUCACION BASICA FISCAL 26 DE SEPTIEMBRE
09H04737,UNIDAD EDUCATIVA SANTA LUCIA
09H04873,UNIDAD EDUCATIVA ZENON VELEZ VITERI
09H04917,ESCUELA FISCAL MIXTA NO. 18 COSME DIAZ MIRANDA
09H04951,ESCUELA DE EDUCACION BASICA VEINTICUATRO DE MAYO
09H04995,ESCUELA DE EDUCACION BASICA RAFAEL ENRIQUE SOTO MAGALLANES
09H05006,RUCELA VERA TUTIVEN
09H05098,CARLOS MATAMOROS JARA
09H05121,UNIDAD EDUCATIVA SANTO DOMINGO
09H05130,LUIS VERNAZA
09H05175,ESCUELA DE EDUCACION BASICA JOSE MARIA VELASCO IBARRA
09H05244,ESCUELA DE EDUCACION BASICA PARTICULAR BEREA
09H05330,LA FRAGATA
09H05356,EEB. AMERICA
09H05405,PILAR ROSS ROSSI
09H05504,UNIDAD EDUCATIVA PARTICULAR LUIS ALBERTO COSTALES
09H05557,SEMILLITAS DE CRISTO N. 1177
09H05632,ESCUELA PARTICULAR MIXTANº5 NUESTRA SEÑORA DE LA SABIDURIA
09H05937,ESCUELA DE EDUCACION BAS COMPLETA PAR MARGARITA AMESTOY DE SANCHEZ
09H05951,CENTRO EDUCATIVO MIRAFLORES
09H06662,ESCULEA DE EDUCACIÓN BÁSICA FISCOMISIONAL SANTA MARÍA MONTE DE PAZ
09H06674,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR “NIKOLA TESLA”
10H00018,SANTA MARIANITA DE JESUS
10H00061,BARTOLOME RUIZ
10H00081,MARIA ANGELICA IDROBO
10H00130,UNIDAD EDUCATIVA LOS ARRAYANES
10H00132,ELOY ALFARO
10H00153,U.E. TEMPORAL 28 DE SEPTIEMBRE
10H00404,CIUDAD DE OTAVALO
10H00445,COLEGIO TECNICO IMBAYA
10H00509,U.E. PIMAMPIRO
10H00545,UNIDAD EDUCATIVA CAHUASQUI
10H00570,ELOY ALFARO
10H00590,COLEGIO VICTORIA BILINGUAL CHRISTIAN ACADEMY
10H00782,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR “LA PRADERA”
11H00044,ESCUELA DE EDUCACION BASICA PARTICULAR INTERANDINO
11H00065,ESCUELA DE EDUCACION BASICA PARTICULAR BETEL
11H00102,EDISON CALLE LOAIZA
11H00239,MIGUEL ANGEL SUAREZ ROJAS
